"","Cluster","direction","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"49","down","down","GO:0051258","protein polymerization","19/441","294/18862",6.82702136572885e-05,0.00614320427432343,0.00483971230669376,"GOLGA2/FLII/PSTPIP1/PRKCD/SPTBN5/PREX1/ACTR2/CLIP1/HCLS1/TMOD3/GBA2/TPPP/SPTBN4/DNM2/CSNK1D/HCK/CHMP4B/MAP1B/MAPRE3",19
"50","down","down","GO:0050764","regulation of phagocytosis","10/441","94/18862",6.91179598821268e-05,0.00614320427432343,0.00483971230669376,"PTPRC/PTEN/RAB27A/SLC11A1/ABCA7/DNM2/HCK/PTX3/DYSF/DOCK2",10
"51","down","down","GO:0007009","plasma membrane organization","11/441","115/18862",8.08371727561616e-05,0.00704392932800749,0.00554931757661493,"PRKCD/MYH9/PTPRC/CR1/PTEN/ABCA7/STX4/DNM2/PACSIN2/DYSF/OSBPL2",11
"52","down","down","GO:0051673","membrane disruption in other organism","4/441","11/18862",8.53832557355531e-05,0.00726103509637839,0.00572035689292589,"LTF/DEFA3/DEFA4/DEFA1",4
"53","down","down","GO:0061462","protein localization to lysosome","7/441","46/18862",8.86234794732975e-05,0.00726103509637839,0.00572035689292589,"ROCK2/NEDD4/SORT1/HGS/ZFYVE16/SORL1/AP3D1",7
"54","down","down","GO:0032956","regulation of actin cytoskeleton organization","21/441","352/18862",9.05272465849974e-05,0.00726103509637839,0.00572035689292589,"ROCK2/TRPM2/TAOK2/NEB/FLII/FLNA/SFRP1/ROCK1/DAPK3/PRKCD/SPTBN5/PREX1/ACTR2/HCLS1/TMOD3/GBA2/IQGAP1/WDR1/SPTBN4/PAM/HCK",21
"55","down","down","GO:0030183","B cell differentiation","12/441","137/18862",9.1498192033571e-05,0.00726103509637839,0.00572035689292589,"SFRP1/PTPRC/INHBA/PLCG2/CR1/TCIRG1/HDAC4/ADAM17/BCL3/MMP14/STAT5B/DOCK11",12
"56","down","down","GO:0070507","regulation of microtubule cytoskeleton organization","12/441","137/18862",9.1498192033571e-05,0.00726103509637839,0.00572035689292589,"TPR/ROCK1/SENP6/BICD2/CLIP1/GBA2/VPS4B/TPPP/APC/CHMP4B/MAP1B/MAPRE3",12
"57","down","down","GO:0007015","actin filament organization","24/441","435/18862",9.86180163777124e-05,0.00768874499618516,0.00605731343439098,"ROCK2/NEB/FLII/FLNA/SFRP1/ROCK1/PPP1R9B/PSTPIP1/PRKCD/CTNNA1/SPTBN5/PREX1/ACTR2/MYO1F/HCLS1/TMOD3/GBA2/INPPL1/WDR1/SPTBN4/HCK/LCP1/MYO5A/ARHGAP25",24
"58","down","down","GO:0009409","response to cold","7/441","47/18862",0.000102060140276439,0.00781991833428438,0.00616065383955418,"ACADVL/DNAJC3/PCSK1N/ZNF516/PPARGC1A/SOD2/ATP2B1",7
"59","down","down","GO:0042176","regulation of protein catabolic process","22/441","383/18862",0.000107510355057468,0.00809789860805746,0.00637965104230402,"FLNA/LPCAT1/ROCK1/NEDD4/ADAM8/HGS/PTEN/RNF40/ADAM9/CHFR/CDK5RAP3/SDCBP/BANP/APC/IRAK3/CSNK1D/PITHD1/SORL1/NRDC/USP7/TMF1/VCP",22
"60","down","down","GO:1903131","mononuclear cell differentiation","23/441","411/18862",0.000111269396399974,0.00813226162028222,0.00640672276021097,"TRPM2/SFRP1/CEBPB/SART1/ADAM8/MYH9/PREX1/PTPRC/INHBA/PLCG2/CR1/IL18R1/TCIRG1/HDAC4/ADAM17/BCL3/MMP14/STAT5B/AP3D1/STAT3/THOC5/DOCK11/DOCK2",23
"61","down","down","GO:0031331","positive regulation of cellular catabolic process","22/441","384/18862",0.000111626453383712,0.00813226162028222,0.00640672276021097,"KDR/ROCK2/DAPK1/ROCK1/UPF1/PRKCD/ADAM8/PLIN5/PFKFB3/PTEN/RNF40/ADAM9/ATF6/CHFR/PFKFB4/SESN2/GNAI3/CSNK1D/NRDC/MEFV/RALB/VCP",22
"62","down","down","GO:0043405","regulation of MAP kinase activity","19/441","307/18862",0.000120743944321815,0.00865461433171203,0.00681824038734052,"TAOK2/SFRP1/MLKL/PRKCD/TAOK3/ADAM8/PTPRC/HIPK3/HGS/MAP3K5/RIPK1/IQGAP1/MAPK10/CDK5RAP3/MAPK1/KRAS/IRAK3/PIK3CG/SORL1",19
"63","down","down","GO:0051650","establishment of vesicle localization","15/441","209/18862",0.000125112352141302,0.00882538560184042,0.00695277666202123,"GOLGA2/ACTN4/CCDC186/KIF5B/MYO1F/KIF1B/RAB27A/TCIRG1/DNM2/ARFGAP3/CSNK1D/AP3D1/LIMK2/MYO5A/F5",15
"64","down","down","GO:0001933","negative regulation of protein phosphorylation","21/441","362/18862",0.0001338904339665,0.00920797208706176,0.00725418427248269,"HEXIM1/SFRP1/PRKCD/TAOK3/MLLT1/DNAJC3/PTPRC/HIPK3/PRKAR2A/PRKAR1A/CDKN2B/PTEN/CDK5RAP3/SH3BP5/LATS2/APC/PPARGC1A/IRAK3/MVP/LRRK1/SORL1",21
"65","down","down","GO:0051090","regulation of DNA-binding transcription factor activity","24/441","444/18862",0.000134680059779256,0.00920797208706176,0.00725418427248269,"LTF/FLNA/LRRFIP1/ADAM8/HCLS1/RIPK1/PTEN/IL18R1/ITGB2/CYP1B1/MAPK10/SLCO3A1/CDK5RAP3/RELN/HDAC4/MAPK1/KRAS/PPARGC1A/STK3/IRAK3/HCK/BHLHE40/USP7/STAT3",24
"66","down","down","GO:0035821","modulation of process of other organism","11/441","123/18862",0.000148202023769297,0.00967474518488867,0.00762191541165847,"ARG1/LTF/CTDP1/DEFA3/DEFA4/DEFA1/CHD1/KPNA1/IGF2R/PTX3/RXRA",11
"67","down","down","GO:0009895","negative regulation of catabolic process","19/441","312/18862",0.00014889095990869,0.00967474518488867,0.00762191541165847,"GOLGA2/FLNA/ROCK1/PLIN5/THRAP3/CDK5RAP3/TBC1D14/SDCBP/SLC11A1/BANP/HDAC4/PPARGC1A/IRAK3/PIK3CG/SORL1/CHMP4B/DHX34/USP7/STAT3",19
"68","down","down","GO:0007254","JNK cascade","14/441","189/18862",0.000149989216632881,0.00967474518488867,0.00762191541165847,"MMP8/TAOK2/SFRP1/MLKL/TAOK3/SH2D3C/HIPK3/MAP3K5/RIPK1/ANKRD6/MAPK10/SDCBP/PJA2/STK3",14
"69","down","down","GO:0046330","positive regulation of JNK cascade","9/441","84/18862",0.000150215440539451,0.00967474518488867,0.00762191541165847,"MMP8/TAOK2/TAOK3/MAP3K5/RIPK1/ANKRD6/SDCBP/PJA2/STK3",9
"70","down","down","GO:0006622","protein targeting to lysosome","5/441","23/18862",0.000162245523443744,0.0103002729454857,0.0081147159544946,"NEDD4/SORT1/HGS/ZFYVE16/SORL1",5
"71","down","down","GO:0045921","positive regulation of exocytosis","9/441","85/18862",0.000164589725249641,0.0103019259015409,0.00811601817910017,"HGS/VPS4B/RAB27A/ITGB2/SDCBP/ITGAM/STX4/LAMP1/STXBP5",9
"72","down","down","GO:0001952","regulation of cell-matrix adhesion","11/441","125/18862",0.000171047917534698,0.0105545129770622,0.00831501022353234,"KDR/ROCK2/SLK/SFRP1/ROCK1/DAPK3/IQGAP1/PTEN/JAG1/VCL/MMP14",11
"73","down","down","GO:0000186","activation of MAPKK activity","7/441","51/18862",0.000173375213169563,0.0105545129770622,0.00831501022353234,"TAOK2/KIDINS220/MLKL/MAP3K5/RIPK1/ADAM9/MAPK1",7
"74","down","down","GO:2001235","positive regulation of apoptotic signaling pathway","11/441","126/18862",0.000183548308932128,0.0110228200661403,0.00868394986498235,"SFRP1/DAPK3/PRKCD/CTNNA1/PTPRC/INHBA/RIPK1/PTEN/FAS/NACC2/STK3",11
"75","down","down","GO:0071985","multivesicular body sorting pathway","6/441","37/18862",0.000198474175267195,0.0117550257369952,0.00926079293221988,"SORT1/VPS4B/RAB27A/CHMP4B/LYST/VCP",6
"76","down","down","GO:0036003","positive regulation of transcription from RNA polymerase II promoter in response to stress","5/441","24/18862",0.000201031043206938,0.0117550257369952,0.00926079293221988,"CEBPB/NOTCH1/ATF6/HSPA5/SESN2",5
"77","down","down","GO:0062197","cellular response to chemical stress","20/441","347/18862",0.000209471194257775,0.0120894803543059,0.00952428150514505,"ARG1/TRPM2/DAPK1/ALOX5/PRKCD/OXSR1/MAP3K5/RIPK1/ARNTL/FAS/CYP1B1/NME8/NOL3/SESN2/MSRA/STX4/MAPK1/DNM2/PPARGC1A/SOD2",20
"78","down","down","GO:1903829","positive regulation of cellular protein localization","18/441","295/18862",0.000215682405868471,0.0122883668164036,0.00968096736732165,"ROCK2/TPR/FLNA/PPP1R9B/PRKCD/KIF5B/HCLS1/IQGAP1/ITGB2/CDK5RAP3/ITGAM/SESN2/ABCA7/STX4/APC/MAPK1/SORL1/LIMK2",18
"79","down","down","GO:0001706","endoderm formation","7/441","53/18862",0.000221752054379079,0.0124742548058307,0.00982741282964444,"MMP8/INHBA/ITGB2/PAF1/MMP14/RTF1/CTR9",7
"80","down","down","GO:0046328","regulation of JNK cascade","11/441","129/18862",0.000225796257910757,0.0125429821269426,0.0098815572869892,"MMP8/TAOK2/SFRP1/TAOK3/HIPK3/MAP3K5/RIPK1/ANKRD6/SDCBP/PJA2/STK3",11
"81","down","down","GO:1903532","positive regulation of secretion by cell","17/441","271/18862",0.000231970608706198,0.0127268812974117,0.0100264359266643,"ACSL4/ADAM8/KIF5B/HGS/INHBA/ITSN1/VPS4B/RAB27A/ITGB2/ADAM9/SDCBP/ITGAM/STX4/LAMP1/STXBP5/TMF1/GPR27",17
"82","down","down","GO:0070672","response to interleukin-15","4/441","14/18862",0.00024494084214171,0.0131979545844793,0.0103975548221086,"ACSL4/STAT5A/STAT5B/STAT3",4
